Context,Original,Translation,Comments
# encoding UTF-8
# __init__.py
"*","Move the active CM3D2MenuCommand up in the list","Move the active CM3D2MenuCommand up in the list"
"*","Down","Down"
"*","Move the active CM3D2MenuCommand down in the list","Move the active CM3D2MenuCommand down in the list"
"Operator","Remove Command","Remove Command"
"*","Removes the active CM3D2MenuCommand from the active CM3D2Menu","Removes the active CM3D2MenuCommand from the active CM3D2Menu"
"Operator","Export CM3D2 Menu File","Export CM3D2 Menu File"
"*","Writes the active CM3D2Menu to a .menu file","Writes the active CM3D2Menu to a .menu file"
"*","Backup","Backup"
"*","Will backup overwritten files.","Will backup overwritten files."
"Operator","Import CM3D2 Menu File","Import CM3D2 Menu File"
"*","Open a .menu file","Open a .menu file"
"Operator","Add Parameter","Add Parameter"
"*","Adds a new CM3D2MenuParam to the active CM3D2MenuCommand","Adds a new CM3D2MenuParam to the active CM3D2MenuCommand"
"Operator","Move Parameter","Move Parameter"
"*","Moves the active CM3D2MenuParameter up/down in the list","Moves the active CM3D2MenuParameter up/down in the list"
"Operator","Remove Parameter","Remove Parameter"
"*","Removes the active CM3D2MenuParam from the active CM3D2MenuCommand","Removes the active CM3D2MenuParam from the active CM3D2MenuCommand"
"*","CM3D2 Menu","CM3D2 Menu"
"*","Successfully exported to .menu file","Successfully exported to .menu file"
# menu_file.py
"*","Command","Command"
"*","The command of this menu file command-chunk","The command of this menu file command-chunk"
"*","Location","Location"
"*","Location of the attatchment relative to the base bone","Location of the attatchment relative to the base bone"
"*","Point Name","Point Name"
"*","Name of the slot to define the attatchment point for","Name of the slot to define the attatchment point for"
"*","Rotation","Rotation"
"*","Rotation of the attatchment relative to the base bone","Rotation of the attatchment relative to the base bone"
"*","Parameters","Parameters"
"*","Search","Search"
"*","Search for suggestions","Search for suggestions"
"*","Property Name","Property Name"
"*","Name of the property to set on load","Name of the property to set on load"
"*","Property Value","Property Value"
"*","Value of the property to set on load","Value of the property to set on load"
"*","Slot Name","Slot Name"
"*","Active Command Index","Active Command Index"
"*","Category","Category"
"*","Commands","Commands"
"*","Description","Description"
"*","Path","Path"
"*","Version","Version"
"*","CM3D2 Menu (.menu)","CM3D2 Menu (.menu)"
"*","Error {gerund} {bl_idname}: ","Error {gerund} {bl_idname}:"
# misc_DATA_PT_context_arm.py
"Operator","ボーン名をCM3D2用→Blender用に変換","Decode CM3D2 bone names to Blender bones names"
"*","CM3D2で使われてるボーン名をBlenderで左右対称編集できるように変換します","Bone names are converted to Blender bone names for mirror functions"
"Operator","ボーン名をBlender用→CM3D2用に変換","Blender bone names to CM3D2 bone names"
"*","CM3D2で使われてるボーン名に元に戻します","Blender bone names are reverted back to CM3D2 bone names"
"Operator","Add CM3D2 Body Sliders","Add CM3D2 Body Sliders"
"*","Adds drivers to armature to enable body sliders.","Adds drivers to armature to enable body sliders."
"*","Drive Shape Keys","Drive Shape Keys"
"*","Connect sliders to mesh children's shape keys","Connect sliders to mesh children's shape keys"
"*","Fix Thigh","Fix Thigh"
"*","Fix twist bone values for the thighs in motor-cycle pose","Fix twist bone values for the thighs in motor-cycle pose"
"Operator","Add CM3D2 Twist Bones","Add CM3D2 Twist Bones"
"*","Adds drivers to armature to automatically set twist-bone positions.","Adds drivers to armature to automatically set twist-bone positions."
"Operator","Cleanup Scale Bones","Cleanup Scale Bones"
"*","Remove scale bones from the active armature object","Remove scale bones from the active armature object"
"*","Keep bones with children","Keep bones with children"
"*","Will not remove scale bones that have children (for custom scale bones)","Will not remove scale bones that have children (for custom scale bones)"
"Operator","Save CM3D2 Body Sliders to Menu","Save CM3D2 Body Sliders to Menu"
"*","Overwrite Existing","Overwrite Existing"
"*","Body Sliders","Body Sliders"
"*","CM3D2 Sliders","CM3D2 Sliders"
"*","Wide Sliders","Wide Sliders"
"*","Size of arms","Size of arms"
"*","Breast size","Breast size"
"*","Leg length","Leg length"
"*","Belly","Belly"
"*","Size of face (left to right)","Size of face (left to right)"
"*","Size of face (up and down)","Size of face (up and down)"
"*","Length of neck","Length of neck"
"*","munel shapekey value","munel shapekey value"
"*","munes shapekey value","munes shapekey value"
"*","Breast sagging level","Breast sagging level"
"*","Position of the nipple","Position of the nipple"
"*","Direction of breast","Direction of breast"
"*","Leg thickness","Leg thickness"
"*","Leg definition","Leg definition"
"*","Length of arms","Length of arms"
"*","Shoulder width","Shoulder width"
"*","Hip","Hip"
"*","Height","Height"
"*","Waist","Waist"
"*","Calf Scale","Calf Scale"
"*","Clavicle Position","Clavicle Position"
"*","Clavicle Scale","Clavicle Scale"
"*","Forearm Scale","Forearm Scale"
"*","Foot Scale","Foot Scale"
"*","Hand Scale","Hand Scale"
"*","Hips Position","Hips Position"
"*","Hips Scale","Hips Scale"
"*","Shoulders Scale","Shoulders Scale"
"*","Rear Thigh Position","Rear Thigh Position"
"*","Rear Thigh Scale","Rear Thigh Scale"
"*","Thigh Position","Thigh Position"
"*","Thigh Scale","Thigh Scale"
"*","Breasts Position","Breasts Position"
"*","Breasts Scale","Breasts Scale"
"*","Breasts Sub-Position","Breasts Sub-Position"
"*","Breasts Sub-Scale","Breasts Sub-Scale"
"*","Neck Position","Neck Position"
"*","Neck Scale","Neck Scale"
"*","Pelvis Scale","Pelvis Scale"
"*","Upper Abdomen Position","Upper Abdomen Position"
"*","Upper Abdomen Scale","Upper Abdomen Scale"
"*","Upper Torso Scale","Upper Torso Scale"
"*","Upper Chest Position","Upper Chest Position"
"*","Upper Chest Scale","Upper Chest Scale"
"*","Lower Chest Position","Lower Chest Position"
"*","Lower Chest Scale","Lower Chest Scale"
"*","Skirt Position","Skirt Position"
"*","Skirt Scale","Skirt Scale"
"*","Lower Abdomen Position","Lower Abdomen Position"
"*","Lower Abdomen Scale","Lower Abdomen Scale"
"*","Knee Position","Knee Position"
"*","Legs Position","Legs Position"
"*","Legs Scale","Legs Scale"
"*","Knee Scale","Knee Scale"
"*","Upper Arm Scale","Upper Arm Scale"
"*","Empty","Empty"
"*","This property never has a value","This property never has a value"
"*","Enable All","Enable All"
"*","Enable all sliders, even ones without a GUI in-game","Enable all sliders, even ones without a GUI in-game"
"*","ボーン情報","Bone Data"
"*","Armature Operators","Armature Operators"
"Operator","Connect Twist Bones","Connect Twist Bones"
"Operator","Original Rest","Original Rest"
"*","Moves to original rest pose frame","Moves to original rest pose frame"
"Operator","Current Rest","Current Rest"
"*","Moves to current rest pose frame","Moves to current rest pose frame"
"Operator","元の素体ポーズに戻す","Revert Primed Pose"
"*","カスタムプロパティのボーン情報を元に最初の素体ポーズを復元します","Restores the initial rest pose based on the bone information of the custom properties"
"*","Weight","Weight"
"*","Bust","Bust"
"*","Cup","Cup"
"Operator","Connect Sliders","Connect Sliders"
"*","Face Width","Face Width"
"*","Face Height","Face Height"
"*","Leg Length","Leg Length"
"*","Breast Size","Breast Size"
"*","Breast Sag","Breast Sag"
"*","Breast Pitch","Breast Pitch"
"*","Breast Yaw","Breast Yaw"
"*","Shoulders","Shoulders"
"*","Arm Size","Arm Size"
"*","Arm Length","Arm Length"
"*","Neck Length","Neck Length"
"*","Leg Fat","Leg Fat"
"*","Leg Meat","Leg Meat"
"*","Enable All Sliders","Enable All Sliders"
"*","Successfully saved properties to menu file data in Properties > Object Tab > CM3D2 Menu File","Successfully saved properties to menu file data in Properties > Object Tab > CM3D2 Menu File"
"*","ボーン名変換","Convert Bone Names"
"*","ボーン名をBlender用に変換しました","Bones names were successfully converted for Blender"
"*","ボーン名をCM3D2用に戻しました","Bone names were successfully converted back to CM3D2 Format"
"*","Any existing data will be overwritten","Any existing data will be overwritten"
"*","Generated in blender using body sliders","Generated in blender using body sliders"
"*","Position","Position"
"*","Body","Body"
"*","属性追加","属性追加"
"*","クリックしても選択状態にしない","クリックしても選択状態にしない"
# misc_DATA_PT_modifiers.py
"Operator","モディファイア強制適用","Force Modifiers"
"*","シェイプキーのあるメッシュのモディファイアでも強制的に適用します","Will force any modifiers if the mesh has shape keys"
"*","Active Modifier","Active Modifier"
"*","Apply Renderer-Visible Modifiers","Apply Renderer-Visible Modifiers"
"*","Apply Viewport-Visible Modifiers","Apply Viewport-Visible Modifiers"
"*","Progress","Progress"
"*","Ensure shape key values are not changed","Ensure shape key values are not changed"
"*","CNV_UL_modifier_selector","CNV_UL_modifier_selector"
"*","force_values","force_values"
"*","Renderer","Renderer"
"*","Only enable modifiers visible in renderer","Only enable modifiers visible in renderer"
"*","Reverse Visible Filter","Reverse Visible Filter"
"*","Reverse the selected visible-in filter","Reverse the selected visible-in filter"
"*","Viewport","Viewport"
"*","Only enable modifiers visible in viewport","Only enable modifiers visible in viewport"
"*","Visible in:","Visible in:"
"*","適用するモディファイア","Apply"
"*","適用対象のモディファイアがないため、キャンセルします","There are no applicable modifiers, so cancel"
"*","ミラー等が原因で頂点数が変わっているためシェイプキーを格納できません、中止するのでCtrl+Z等で元に戻し修正してください。","Since the number of vertices has changed due to mirror etc, The shape key can not be stored. Please undo with Ctrl + Z or other."
"*","Could not apply '{}' modifier \"{}\" to shapekey {}","Could not apply '{}' modifier \"{}\" to shapekey {}"
"*","Vertex groups are not in blender naming style. Mirror modifier results may not be as expected","Vertex groups are not in blender naming style. Mirror modifier results may not be as expected"
"*","Could not apply '{type}' modifier \"{name}\"","Could not apply '{type}' modifier \"{name}\""
"*","Could not apply '{mod_type}' modifier \"{mod_name}\"","Could not apply '{mod_type}' modifier \"{mod_name}\""
"*","Error applying '{type}' modifier \"{name}\":	","Error applying '{type}' modifier \"{name}\":"
"*","Could not apply '{mod_type}' modifier \"{mod_name}\":	","Could not apply '{mod_type}' modifier \"{mod_name}\":"
# misc_DATA_PT_vertex_groups.py
"Operator","頂点グループ名をCM3D2用→Blender用に変換","Convert Vertex Group Names for Blender"
"*","CM3D2で使われてるボーン名(頂点グループ名)をBlenderで左右対称編集できるように変換します","Names are converted for use with Blender's mirror functions."
"Operator","頂点グループ名をBlender用→CM3D2用に変換","Convert vertex group names for CM3D2"
"*","CM3D2で使われてるボーン名(頂点グループ名)に戻します","Converts bone names for CM3D2."
"*","CM3D2用 頂点グループ名変換","Convert names for CM3D2"
"*","頂点グループ名をBlender用に変換しました","Vertex group names were successfully converted for Blender"
"*","頂点グループ名をCM3D2用に戻しました","Names were successfully converted for CM3D2"
# misc_DOPESHEET_MT_editor_menus.py
"Operator","Convert to CM3D2 Interpolation","Convert to CM3D2 Interpolation"
"*","Convert keyframes to be compatible with CM3D2 Interpolation","Convert keyframes to be compatible with CM3D2 Interpolation"
"*","Selection Type","Selection Type"
"*","FCurves","FCurves"
"*","KeyFrames","KeyFrames"
"*","Keep Reports","Keep Reports"
"*","'{interpolation}' interpolation not convertable","'{interpolation}' interpolation not convertable"
# misc_IMAGE_HT_header.py
"*","CM3D2用: 内部パス","For CM3D2: Internal Path"
# misc_IMAGE_PT_image_properties.py
"*","内部パス","内部パス"
# misc_INFO_HT_header.py
"Operator","頂点数をチェック","Check Vertice Count"
"*","選択メッシュがConverterで出力可能な頂点数に収まっているかをチェックします","Check whether the exporter can output the selected mesh."
"*","UVが存在しないので測定できません。","No UV Map. Cannot be Counted."
"*","○ 出力可能な頂点数です、あと約{}頂点ほど余裕があります (頂点数:{}(+{}) UV分割で増加:+{}％)","✓ There is space for more vertices, you may add {} more vertices. (Verts:{}(+{}) UV Splitting:+{}%)"
"*","× 出力できない頂点数です、あと約{}頂点減らしてください (頂点数:{}(+{}) UV分割で増加:+{}％)","✗ Too many vertices; please remove {} vertices. (Verts:{}(+{}) UV Splitting:+{}%)"
# misc_INFO_MT_add.py
"Operator","CM3D2用の素体をインポート","Import CM3D2 Body"
"*","CM3D2関係の素体を現在のシーンにインポートします","Allows you to import the Body from CM3D2. (Warning: Will not work well with posing and animations.)"
"*","素体名","素体名"
"Operator","body001","body001"
"Operator","乳袋防止素体","Large boob shapekey Body"
"Operator","Tスタンス素体","T-Pose Body"
"Operator","Tスタンス素体 足のみ","Legs only T-pose Body"
"Operator","Tスタンス素体 手のみ","Arms only T-pose Body"
"Operator","anm出力用リグ","Rig for anm Outputs"
"Operator","anm出力用リグ(男)","Rig for anms Outputs (Males)"
# misc_INFO_MT_curve_add.py
"Operator","髪の房を追加","Add A Lock of Hair"
"*","アニメ調の髪の房を追加します","Will add an anime style hair lock at the 3D Cursor."
"*","房の半径","Radius"
"*","ランダム要素の強さ","Randomness"
"*","中間のZ軸の高さ","Medium Z-Axis Height"
"Operator","髪の房","Add Hair Curve"
"*","ホイール:太さ変更","Mouse Wheel: Change Thickness"
"*","ホイールクリック:ランダム強度変更","Middle Mouse Button: Random Intensity Change"
"*","ZXキー:高さ変更","Z/X Keys: Height Change"
"*","オブジェクトモードで実行してください","Run in Object Mode!"
# misc_INFO_MT_help.py
"*","CM3D2 Converterの更新履歴","CM3D2 Converter Update History"
"Operator","CM3D2 Converterを更新「luv」バージョン","Update CM3D2 Converter (\"luv\" version)"
"*","GitHubから最新版のCM3D2 Converterアドオンをダウンロードし上書き更新します","Will quickly download the latest CM3D2 Converter from the Github Page."
"*","更新後にBlenderを再起動","Restart Blender After Updating"
"*","再起動後にコンソールを閉じる","Close the Console after Restart"
"Operator","CM3D2 Converterの設定画面を開く","CM3D2 Converter Settings Screen"
"*","CM3D2 Converterアドオンの設定画面を表示します","Will open the plugin's settings in the addon window."
"Operator","CM3D2 Converterの更新履歴","CM3D2 Converter Update History"
"*","表示できるエリアが見つかりませんでした","Could not open the settings window."
"*","更新の取得に失敗しました","Failed to Download Update."
"*","Blender-CM3D2-Converterを更新しました、再起動して下さい","Converter updated. Please restart Blender"
"*","Blender-CM3D2-Converter updated","Blender-CM3D2-Converter updated"
"*","{}日前","{} days"
"*","{}時間前","{} hr"
"*","{}分前","{} min"
"*","{}秒前","{} sec"
# misc_MATERIAL_PT_context_material.py
"Operator","マテリアルをクリップボードにコピー","Copy material to clipboard"
"*","表示しているマテリアルをテキスト形式でクリップボードにコピーします","Copy the displayed material to the clipboard in text format"
"Operator","マテリアルを装飾","Decorate Material"
"*","スロット内のマテリアルを全て設定に合わせて装飾します","Decorate all the materials in the slot to your settings"
"Operator","マテリアルプロパティの詳細情報","Detailed information on material properties"
"*","マテリアルプロパティの詳細情報の表示状態を切り替える","Toggle display state of detailed information of material property"
"Operator","CM3D2用マテリアルを新規作成","Create new material for CM3D2"
"*","Blender-CM3D2-Converterで使用できるマテリアルを新規で作成します","Create a new material that can be used in Blender-CM3D2-Converter"
"*","種類","Decorate materials according to type"
"*","トゥーン","Toony Lighted"
"*","トゥーン 髪","Toony Hair Lighted"
"*","トゥーン 透過","Toony Lighted Trans"
"*","トゥーン 透過 NoZ","Toony Lighted Trans NoZ"
"*","トゥーン 輪郭線","Toony Lighted Outline"
"*","トゥーン 輪郭線 透過","Toony Lighted Outline Trans"
"*","トゥーン 輪郭線 髪","Toony Lighted Hair Outline"
"*","トゥーン無し 透過","Lighted Transparent"
"*","トゥーン無し","Lighted"
"*","発光","Unlit"
"*","発光 透過","Unlit Trans"
"*","モザイク","Mosiac"
"*","ご主人様","Man (Silhouette)"
"*","リアル","Legacy"
"*","リアル 透過","Legacy Transparent"
"*","法線","Diffuse"
"Operator","COM3D2用マテリアルを新規作成","Create new material for COM3D2"
"*","トゥーン 透過 NoZTest","Toony Lighted Trans NoZTest"
"*","トゥーン 輪郭線 Tex","Toony Lighted Outline Tex"
"*","トゥーン Cutout","Toony Lighted Cutout"
"*","トゥーン無し Cutout","Lighted Cutout"
"Operator","クリップボードからマテリアルを貼付け","Paste material from clipboard"
"*","クリップボード内のテキストからマテリアル情報を上書きします","Overwrite material information from text in clipboard"
"*","マテリアルの新規作成","Create New Material"
"*","マテリアル名を上書きする","Overwrite Material Name"
"*","上書き設定","Overwrite Setting"
