Context,Original,Translation,Comments
# encoding UTF-8
# __init__.py
"*","modelエクスポート時に最初はここが表示されます、エクスポート毎に保存されます","导出模型时首先显示该信息，并为每次导出保存该信息。"
"*","modelインポート時のデフォルトパス","导入模型时的默认路径"
"*","modelインポート時に最初はここが表示されます、インポート毎に保存されます","导入模型时首先显示该信息，并为每次导入保存该信息。"
"*","_Color","_颜色"
"*","_Cutoff","_隔断"
"*","_Cutout","_剪下"
"*","_HiPow","_HiPow"
"*","_HiRate","_HiRate"
"*","_OutlineToonRamp 名前","_OutlineToonRamp名称"
"*","_OutlineToonRamp パス","_OutlineToonRamp路径"
"*","_OutlineColor","_OutlineColor"
"*","_OutlineWidth","_OutlineWidth"
"*","_RimColor","_RimColor"
"*","_RimPower","_RimPower"
"*","_RimShift","_RimShift"
"*","_ShadowColor","_ShadowColor"
"*","_ShadowRateToon 名前","_ShadowRateToon名称"
"*","_ShadowRateToon パス","_ShadowRateToon路径"
"*","_Shininess","_光泽"
"*","テクスチャのオフセット","纹理偏移"
"*","テクスチャのスケール","纹理比例"
"*","_ToonRamp 名前","_ToonRamp名称"
"*","_ToonRamp パス","_ToonRamp路径"
"*","_ZTest","_ZTest"
"*","_ZTest2","_ZTest2"
"*","_ZTest2Alpha","_ZTest2Alpha"
"*","倍率","放大"
"*","Blenderでモデルを扱うときの拡大率","在Blender中使用模型时的放大倍数"
"*","Show Bone Axes","显示骨轴"
"*","Display bone axes","显示骨骼轴"
"*","Show Bone Shapes","显示骨骼形状"
"*","Display bones with their custom shapes","显示具有自定义形状的骨骼"
"*","Show Bone Group Colors","显示骨骼组颜色"
"*","Display bone group colors","显示骨骼组颜色"
"*","Make the object draw in front of others","使对象在其他对象之前绘制"
"*","Show Bone Names","显示骨骼名称"
"*","Display bone names","显示骨骼名称"
"*","無変更シェイプキーをスキップ","跳过不变的形状关键点"
"*","ベースと同じシェイプキーを出力しない","不要输出与基座相同的形状键"
"*","設定すれば、texを扱う時は必ずここからファイル選択を始めます","如果设置，则在处理tex时，文件选择将始终从此处开始"
"*","texエクスポート時のデフォルトパス","导出tex时的默认路径"
"*","texエクスポート時に最初はここが表示されます、エクスポート毎に保存されます","导出tex时最初显示，每次导出后保存"
"*","texインポート時のデフォルトパス","导入tex时的默认路径"
"*","texインポート時に最初はここが表示されます、インポート毎に保存されます","导入tex时最初显示，每次导入后保存"
# anm_export.py
"*","Export Method","汇出方式"
"*","ボーン親情報の参照先","骨骼父母信息的参考目的地"
"*","除外するボーン","排除的骨骼"
"*","Creating missing FCurve for {path}[{index}]","为{路径} [{索引}]创建丢失的FCurve"
"*","Creating missing keyframe @ frame {frame} for {path}[{index}]","为{path} [{index}]创建缺少的关键帧@ frame {frame}"
# anm_import.py
"*","読み込むアニメーション情報","动画信息阅读"
"*","これはカスタムメイド3D2のモーションファイルではありません","这不是定制的3D2运动文件"
"*","Unexpected first channel id = {id} (should be 1).","意外的第一个频道ID = {id}（应为1）。"
"*","Found the following tangent values:","找到以下切线值："
"*","Found the above tangent values.","找到上述切线值。"
"*","Found {count} large tangents. Blender animation may not interpolate properly. See log for more info.","找到{count}个大切线，Blender动画可能无法正确插入，请参阅日志以获取更多信息。"
"*","Found the following unknown channel IDs:","找到以下未知频道ID："
"*","Found the above unknown channel IDs.","找到了上述未知频道ID。"
"*","Found {count} unknown channel IDs. Blender animation may be missing some keyframes. See log for more info.","找到{count}个未知的频道ID。Blender动画可能缺少某些关键帧。有关详细信息，请参阅日志。"
"*","f1 = {float1}, f2 = {float2}","f1 = {float1}，f2 = {float2}"
"*","id = {id}","id = {id}"
"*","Unknown channel id {num}","未知的频道ID {num}"
# common.py
"*","CNV_SelectorItem","CNV_SelectorItem"
"*","Filter 0","筛选0"
"*","Filter 1","过滤器1"
"*","Filter 2","过滤器2"
"*","Filter 3","过滤器3"
"*","Icon","图标"
"*","Prefered","首选"
"*","Value","价值"
"*","CNV_UL_generic_selector","CNV_UL_generic_selector"
# mate_export.py
"Operator","mateとして保存","另存为伴侣"
"*","mateファイルの出力に失敗、中止します。 構文を見直して下さい。","配合文件的输出失败并被取消。请检查语法。"
# mate_import.py
"Operator","mateを開く","开放伴侣"
"*","ファイルを開くのに失敗しました、アクセス不可かファイルが存在しません。file=%s","无法打开文件，无法访问或文件不存在。文件=％s"
"*","mateファイルのインポートを中止します。","停止导入配合文件。"
"*","上書きする為のテキストデータが見つかりません","找不到要覆盖的文本数据"
# menu_OBJECT_PT_cm3d2_menu.py
"Operator","Align Attach Point to Selected","将附着点对准选定的"
"Operator","Align Selected to Attach Point","将选定的对齐到附着点"
"Operator","Add Command","添加命令"
"Operator","Move Command","移动命令"
"Operator","Remove Command","删除命令"
"Operator","Export CM3D2 Menu File","导出CM3D2菜单文件"
"Operator","Import CM3D2 Menu File","导入CM3D2菜单文件"
"Operator","Add Parameter","添加参数"
"Operator","Move Parameter","移动参数"
"Operator","Remove Parameter","删除参数"
"*","CM3D2 Menu","CM3D2菜单"
"*","Successfully exported to .menu file","成功导出到.menu文件"
# menu_file.py
"*","Command","命令"
"*","The command of this menu file command-chunk","此菜单文件的命令command-chunk"
"*","Attach Point","连接点"
"*","description","描述"
"*","Location","地点"
"*","Location of the attatchment relative to the base bone","相对于基础骨骼的位置"
"*","Point Name","点名"
"*","Name of the slot to define the attatchment point for","插槽的名称，用于定义其附着点"
"*","Rotation","回转"
"*","Rotation of the attatchment relative to the base bone","附着物相对于基骨的旋转"
"*","Parameters","参数"
"*","Search","搜索"
"*","Search for suggestions","搜索建议"
"*","Property","财产"
"*","Property Name","物业名称"
"*","Name of the property to set on load","加载时要设置的属性的名称"
"*","Property Value","适当的价值"
"*","Value of the property to set on load","加载时设置的属性值"
"*","Slot Name","插槽名称"
"*","Active Command Index","活动命令索引"
"*","Category","类别"
"*","Commands","指令"
"*","Description","描述"
"*","Path","小路"
"*","Version","版本"
# misc_DATA_PT_context_arm.py
"Operator","ボーン名をCM3D2用→Blender用に変換","将骨骼名称从CM3D2转换为Blender"
"Operator","ボーン名をBlender用→CM3D2用に変換","将骨骼名称从Blender转换为CM3D2"
"Operator","Add CM3D2 Body Sliders","添加CM3D2身体滑块"
"Operator","Add CM3D2 Twist Bones","添加CM3D2扭曲骨骼"
"Operator","Cleanup Scale Bones","清理规模骨骼"
"Operator","Save CM3D2 Body Sliders to Menu","将CM3D2车身滑条保存到菜单"
"*","Body Sliders","身体滑块"
"*","CM3D2 Sliders","CM3D2滑杆"
"*","Wide Sliders","宽滑块"
"*","Size of arms","手臂大小"
"*","Breast size","乳房的大小"
"*","Leg length","腿长"
"*","Belly","腹部"
"*","Size of face (left to right)","脸的大小（从左到右）"
"*","Size of face (up and down)","脸部大小（上下）"
"*","Length of neck","颈长"
"*","munel shapekey value","munel shapekey值"
"*","munes shapekey value","munes shapekey值"
"*","Breast sagging level","乳房下垂程度"
"*","Position of the nipple","乳头的位置"
"*","Direction of breast","乳房方向"
"*","Leg thickness","腿粗"
"*","Leg definition","腿部定义"
"*","Length of arms","臂长"
"*","Shoulder width","肩宽"
"*","Hip","时髦的"
"*","Scale","规模"
"*","The amount by which the mesh is scaled when imported. Recommended that you use the same when at the time of export.","导入时缩放网格的数量，建议在导出时使用相同的比例。"
"*","Height","高度"
"*","Waist","腰部"
"*","Calf Scale","小腿秤"
"*","Clavicle Position","锁骨位置"
"*","Clavicle Scale","锁骨秤"
"*","Forearm Scale","前臂秤"
"*","Foot Scale","脚秤"
"*","Hand Scale","手秤"
"*","Hips Position","臀部位置"
"*","Hips Scale","臀部秤"
"*","Shoulders Scale","肩秤"
"*","Rear Thigh Position","大腿后部位置"
"*","Rear Thigh Scale","后大腿秤"
"*","Thigh Position","大腿位置"
"*","Thigh Scale","大腿秤"
"*","Breasts Position","乳房位置"
"*","Breasts Scale","乳房秤"
"*","Breasts Sub-Position","乳房子位置"
"*","Breasts Sub-Scale","乳房子量表"
"*","Neck Position","颈部位置"
"*","Neck Scale","颈秤"
"*","Pelvis Scale","骨盆秤"
"*","Upper Abdomen Position","上腹部位置"
"*","Upper Abdomen Scale","上腹部鳞片"
"*","Upper Torso Scale","上躯干尺度"
"*","Upper Chest Position","上胸位置"
"*","Upper Chest Scale","上胸部秤"
"*","Lower Chest Position","下胸部位置"
"*","Lower Chest Scale","下胸秤"
"*","Skirt Position","裙摆位置"
"*","Skirt Scale","裙摆比例"
"*","Lower Abdomen Position","下腹部位置"
"*","Lower Abdomen Scale","下腹部量表"
"*","Knee Position","膝盖位置"
"*","Legs Position","腿部位置"
"*","Legs Scale","腿秤"
"*","Knee Scale","膝盖秤"
"*","Upper Arm Scale","上臂秤"
"*","Empty","空的"
"*","This property never has a value","此属性永远没有值"
"*","Enable All","全部启用"
"*","Enable all sliders, even ones without a GUI in-game","启用所有滑块，甚至没有游戏中GUI的滑块"
"*","ボーン情報","骨信息"
"*","Armature Operators","电枢运算符"
"Operator","Connect Twist Bones","连接扭曲骨骼"
"Operator","Original","原版的"
"Operator","Pose data","姿势数据"
"Operator","元の素体ポーズに戻す","回到原来的静置姿态"
"*","カスタムプロパティのボーン情報を元に最初の素体ポーズを復元します","根据自定义属性的骨骼信息恢复初始静置姿势"
"*","Weight","重量"
"*","Bust","摔碎"
"*","Cup","杯子"
"Operator","Connect Sliders","连接滑块"
"*","Face Width","面宽"
"*","Face Height","脸高"
"*","Leg Length","腿长"
"*","Breast Size","乳房的大小"
"*","Breast Sag","乳房下垂"
"*","Breast Pitch","乳房音高"
"*","Breast Yaw","乳房偏航"
"*","Shoulders","护肩"
"*","Arm Size","手臂尺寸"
"*","Arm Length","臂长"
"*","Neck Length","颈长"
"*","Leg Fat","腿脂肪"
"*","Leg Meat","腿肉"
"*","Enable All Sliders","启用所有滑块"
"*","Successfully saved properties to menu file data in Properties > Object Tab > CM3D2 Menu File","已成功将属性保存到“属性”>“对象”选项卡>“ CM3D2菜单文件”中的菜单文件数据中"
"*","ボーン名変換","骨名转换"
"*","ボーン名をBlender用に変換しました","Blender的转换后的骨骼名称"
"*","ボーン名をCM3D2用に戻しました","CM3D2的骨骼名称改回"
"*","Any existing data will be overwritten","任何现有数据将被覆盖"
# misc_DATA_PT_modifiers.py
"Operator","モディファイア強制適用","强制使用修饰符"
"*","CNV_UL_modifier_selector","CNV_UL_modifier_selector"
"*","force_values","force_values"
"*","Renderer","渲染器"
"*","Only enable modifiers visible in renderer","仅启用渲染器中可见的修改器"
"*","Reverse Visible Filter","反向可见滤镜"
"*","Reverse the selected visible-in filter","反转所选的可见滤镜"
"*","Viewport","视口"
"*","Only enable modifiers visible in viewport","仅启用在视口中可见的修改器"
"*","Visible in:","可见于："
"*","適用するモディファイア","修改器适用"
"*","適用対象のモディファイアがないため、キャンセルします","取消，因为没有要应用的修改器"
"*","ミラー等が原因で頂点数が変わっているためシェイプキーを格納できません、中止するのでCtrl+Z等で元に戻し修正してください。","由于顶点数由于镜像等原因而改变，因此无法存储形状键，因此将其取消，因此请使用Ctrl + Z等对其进行还原并进行更正。"
"*","Could not apply '%s' modifier \"%s\" to shapekey %i",""
"*","Vertex groups are not in blender naming style. Mirror modifier results may not be as expected","顶点组不是混合器命名样式。镜像修改器的结果可能与预期不符"
"*","Could not apply '{type}' modifier \"{name}\"",""
"*","Could not apply '{mod_type}' modifier \"{mod_name}\"",""
# misc_DATA_PT_vertex_groups.py
"Operator","頂点グループ名をCM3D2用→Blender用に変換","将顶点组名称从CM3D2转换为Blender"
"Operator","頂点グループ名をBlender用→CM3D2用に変換","将顶点组名称从Blender转换为CM3D2"
"*","CM3D2用 頂点グループ名変換","CM3D2的顶点组名称转换"
"*","頂点グループ名をBlender用に変換しました","Blender的转换后的顶点组名称"
"*","頂点グループ名をCM3D2用に戻しました","返回的CM3D2顶点组名称"
# misc_DOPESHEET_MT_editor_menus.py
"Operator","Convert to CM3D2 Interpolation","转换为CM3D2插值"
# misc_IMAGE_HT_header.py
"*","CM3D2用: 内部パス","对于CM3D2：内部路径"
# misc_IMAGE_PT_image_properties.py
"*","内部パス","内部路径"
# misc_INFO_HT_header.py
"Operator","頂点数をチェック","检查顶点数"
"*","UVが存在しないので測定できません。","由于没有紫外线，因此无法测量。"
"*","○ 出力可能な頂点数です、あと約%d頂点ほど余裕があります (頂点数:%d(+%d) UV分割で増加:+%d％)","○可以输出的顶点数，大约％d。顶点有余量（顶点数：％d（+％d）通过UV除法增加：+％d％）"
"*","× 出力できない頂点数です、あと約%d頂点減らしてください (頂点数:%d(+%d) UV分割で増加:+%d％)","×无法输出的顶点数，请将顶点数减少约％d（顶点数：％d（+％d）随UV划分增加：+％d％）"
# misc_INFO_MT_add.py
"Operator","CM3D2用の素体をインポート","导入CM3D2的主体"
"Operator","body001","身体001"
"Operator","乳袋防止素体","牛奶袋预防身体"
"Operator","Tスタンス素体","姿势身体"
"Operator","Tスタンス素体 足のみ","仅站姿脚"
"Operator","Tスタンス素体 手のみ","仅姿势手"
"Operator","anm出力用リグ","装备输出的装备"
"Operator","anm出力用リグ(男)","弹簧输出装置（公头）"
# misc_INFO_MT_curve_add.py
"Operator","髪の房を追加","添加一簇头发"
"Operator","髪の房","毛簇"
"*","ホイール:太さ変更","砂轮：改变厚度"
"*","ホイールクリック:ランダム強度変更","滚轮咔嗒声：随机强度变化"
"*","ZXキー:高さ変更","ZX键：更改高度"
"*","オブジェクトモードで実行してください","请在对象模式下运行"
# misc_INFO_MT_help.py
"*","CM3D2 Converterの更新履歴","CM3D2转换器更新历史记录"
"Operator","CM3D2 Converterを更新「luv」バージョン","更新了CM3D2转换器“ luv”版本"
"Operator","CM3D2 Converterの設定画面を開く","打开CM3D2转换器的设置屏幕"
"Operator","CM3D2 Converterの更新履歴","CM3D2转换器更新历史记录"
"*","Blender-CM3D2-Converterを更新しました、再起動して下さい","Blender-CM3D2-Converter已更新，请重新启动"
"*","表示できるエリアが見つかりませんでした","找不到可以显示的区域"
"*","更新の取得に失敗しました","无法获取更新"
# misc_MATERIAL_PT_context_material.py
"Operator","マテリアルをクリップボードにコピー","将材料复制到剪贴板"
"Operator","マテリアルを装飾","装饰材料"
"Operator","マテリアルプロパティの詳細情報","材料特性的详细信息"
"Operator","CM3D2用マテリアルを新規作成","为CM3D2创建新材料"
"Operator","COM3D2用マテリアルを新規作成","为COM3D2创建新材料"
"Operator","クリップボードからマテリアルを貼付け","从剪贴板粘贴材料"
"Operator","このテクスチャを見る","查看此纹理"
"Operator","マテリアルのセットアップ","材料设置"
"*","プロパティ タイプ:","财产种类："
"Operator","mateから","从伴侣"
"Operator","クリップボードから","从剪贴板"
"*","クリップボードからマテリアルを貼付けました","我从剪贴板粘贴了材料"
"*","マテリアルテキストをクリップボードにコピーしました","我将材料文本复制到剪贴板"
"*","実ファイルパス:","实际文件路径："
"*","x","X"
"*","y","ÿ"
"*","スケール:","规模："
"*","{0:f}","{0：f}"
"Operator","mateへ","交配"
"*","種類:","类型："
"*","マテリアル名","材料名称"
"*","シェーダー1","着色器1"
"*","シェーダー2","着色器2"
"Operator","拡張子を省略","忽略扩展"
"*","テクスチャパス:","纹理路径："
"*","簡易テクスチャ情報","简单的纹理信息"
"Operator","COM3D2用に変更","更改为COM3D2"
"Operator","CM3D2用に変更","更改为CM3D2"
"*","クリップボードへのコピーを中止します。:","停止复制到剪贴板。 ::"
"Operator","テクスチャパスを生成","生成纹理路径"
"Operator","フラグセットアップ","标记设定"
"*","マテリアルプロパティ","材料特性"
"*","透明度","透明度"
# misc_MESH_MT_shape_key_specials.py
"Operator","シェイプキーぼかし","形状关键模糊"
"Operator","このシェイプキーをベースに","基于此形状键"
"Operator","Copy shape key values","复制形状键值"
"Operator","シェイプキーの変形に乗算","乘以形状键变形"
"Operator","空間ぼかし・シェイプキー転送","空间模糊/形状键转移"
"Operator","クイック・シェイプキー転送","快速形状密钥转移"
"Operator","Weighted shape key transfer","加权形状密钥传输"
"*","Vertex Groups Selector","顶点组选择器"
"*","Only Deform","仅变形"
"*","Only show deforming vertex groups","仅显示变形的顶点组"
"*","Other","其他"
"*","Only show non-deforming vertex groups","仅显示非变形顶点组"
"*","Filter Empty","筛选为空"
"*","Whether to filter empty vertex groups","是否过滤空顶点组"
"*","Reverse Empty","倒空"
"*","Reverse empty filtering","反向空过滤"
"*","Importance","重要性"
"*","Sort groups by their average weight in the mesh","按其在网格中的平均权重对组进行排序"
"*","CM3D2 Converter","CM3D2转换器"
"*","Shape key transfer canceled. Results may not be as expected. Use Undo / Ctrl Z to revert changes","形状键传输已取消。结果可能与预期不符。请使用“撤消” / Ctrl Z还原更改"
"*","Press ESC to cancel shape key transfer","按ESC取消形状键传输"
"*","Error while preparing shapekey transfer.","准备shapekey传输时出错。"
"*","Error while transfering shapekeys. Results may not be as expected. Use Undo / Ctrl Z to revert changes","传输shapekey时出错，结果可能与预期不符。请使用“撤消/ Ctrl Z”还原更改"
"*","Error while canceling shapekey transfer.","取消shapekey传输时出错。"
"*","Error while performing shapekey transfer.","执行shapekey传输时出错。"
"*","Error while finishing shapekey transfer.","在完成shapekey传输时出错。"
# misc_MESH_MT_vertex_group_specials.py
"Operator","旧・頂点グループぼかし","旧/顶点组模糊"
"Operator","頂点グループに乗算","乘以顶点组"
"Operator","空間ぼかし・ウェイト転送","空间模糊/重量转移"
"Operator","頂点グループぼかし","顶点组模糊"
"Operator","クイック・ウェイト転送","快速等待转移"
"Operator","割り当てのない頂点グループを削除","删除未分配的顶点组"
"*","面がひとつも存在しません、辺モードに変更します","没有面孔，请更改为边缘模式"
"*","辺がひとつも存在しません、頂点モードに変更します","不存在边，更改为顶点模式"
"*","頂点がひとつも存在しません、中止します","没有顶点，停止"
# misc_OBJECT_PT_context_object.py
"*","CM3D2用ボーン情報","CM3D2的骨骼信息"
# misc_OBJECT_PT_transform.py
"Operator","Align to Base Bone","对齐基本骨"
"Operator","オブジェクトの位置を合わせる","对齐对象"
"*","Bone Data Source","骨数据源"
# misc_RENDER_PT_bake.py
"Operator","ベイク用の画像を作成","创建要烘焙的图像"
"Operator","AO・ベイク","AO /烘烤"
"Operator","膨らみ・ベイク","凸起/烘烤"
"Operator","密度・ベイク","密度/烘烤"
"Operator","擬似AO・ベイク","伪AO /烘烤"
"Operator","グラデーション・ベイク","渐变烤","# # # This entry may have been malformed"
"Operator","ヘアー・ベイク","头发烘烤"
"Operator","ヘミライト・ベイク","亚米利特烤"
"Operator","メッシュ縁・ベイク","网眼边缘/烘烤"
"Operator","メッシュ間距離・ベイク","网格之间的距离/烘烤"
"Operator","金属・ベイク","金属/烘烤"
"Operator","白い液体・ベイク","白色液体烘烤"
"Operator","影・ベイク","阴影/烘烤"
"Operator","側面陰・ベイク","侧帘/烘烤"
"Operator","UV縁・ベイク","紫外线边缘/烘烤"
"*","CM3D2用ベイク","烘焙CM3D2"
"Operator","新規画像","新图片"
"Operator","AO (重)","AO（重）"
"Operator","擬似AO","伪AO"
"Operator","ヘミライト","mil石"
"Operator","影 (重)","阴影（沉重）"
"Operator","側面陰","侧帘"
"Operator","グラデーション","层次"
"Operator","UV縁","紫外线边缘"
"Operator","メッシュ縁","网格边缘"
"Operator","密度","密度"
"Operator","膨らみ","凸"
"Operator","メッシュ間距離","网格之间的距离"
"Operator","金属","金属"
"Operator","髪","头发"
"Operator","白い液体","白色液体"
"*","新規画像設定","新图像设置"
"*","AO設定","AO设置"
"*","擬似AO設定","伪AO设置"
"*","ヘミライト設定","半铁矿环境"
"*","光源設定","光源设定"
"*","しきい値","临界点"
"*","ぼかし","模糊"
"*","金属設定","金属镶嵌"
"*","ヘアー設定","头发设置"
"*","縁設定","边缘设定"
"*","比較対象","比较"
# misc_RENDER_PT_render.py
"Operator","CM3D2メニュー用のアイコンをレンダリング","渲染CM3D2菜单的图标"
"*","テクスチャ参照方法","纹理参考方法"
"*","輪郭線","大纲","# # # This emtry may have been malformed"
"*","カメラ角度","相机角度"
# misc_TEXTURE_PT_context_texture.py
"*","値リスト","值清单"
"*","toon tex 選択","香椿色选择"
"Operator","テクスチャを探す","寻找质地"
"Operator","色設定値を自動設定","颜色设置值是自动设置的"
"Operator","イメージの再読込み","重新载入图片"
"Operator","テクスチャのオフセットをリセット","重置纹理偏移"
"Operator","テクスチャのスケールをリセット","重置纹理比例"
"Operator","CM3D2パスを設定","设置CM3D2路径"
"Operator","色設定値を設定","设定颜色设定值"
"Operator","トゥーンを選択","选择香椿"
"Operator","設定値を設定","设定设定值"
"Operator","イメージ名から拡張子を除外","从图像名称中排除扩展名"
"Operator","設定をプレビューに同期","同步设置以进行预览"
"*","設定値タイプ:","设定值类型："
"*","設定値名","设定值名称"
"*","ノード(%s)のテクスチャを再設定しました。filepath=%s","节点的纹理（％s）已被重置。文件路径=％s"
"*","対象のイメージが見つかりません=%s","找不到目标图片=％s"
"*","同フォルダにtexとして保存しました。","我将其另存为tex在同一文件夹中。"
"*","指定された画像が見つかりません","找不到指定的图像"
"*","画像を表示できるエリアが見つかりませんでした","找不到可以显示图像的区域"
"*","見つかりませんでした","找不到"
"*","テクスチャノードが見つからないため、スキップしました。","我跳过了它，因为未找到纹理节点。"
"*","対象のノードが見つかりません=%s","找不到目标节点=％s"
"*","イメージの取得に失敗しました。%s","无法获取图像。 ％秒"
"*","テクスチャファイルを読み込みました。file=%s","我加载了纹理文件。文件=％s"
"*","テクスチャ名:","纹理名称："
"*","テクスチャパス","纹理路径"
"*","拡大/縮小:","放大/缩小："
"Operator","Disabled","残障人士"
"Operator","Never","绝不"
"Operator","Less ","较少的"
"Operator","Equal","平等的"
"Operator","LessEqual","小于等于"
"Operator","Greater","更大的"
"Operator","NotEqual","不平等"
"Operator","GreaterEqual","更大平等"
"Operator","Always","总是"
# misc_TEXT_HT_header.py
"Operator","テキストのボーン情報をコピー","复制文本的骨骼信息"
"Operator","テキストのボーン情報を貼付け","粘贴文字的骨骼信息"
"Operator","マテリアル情報テキストを全削除","删除所有材料信息文本"
"Operator","テキストを表示","显示文字"
"*","CM3D2用:","对于CM3D2："
"Operator","BoneData (%d)","BoneData（％d）"
"Operator","LocalBoneData (%d)","LocalBoneData（％d）"
# misc_VIEW3D_MT_edit_mesh_specials.py
"Operator","選択面の描画順を最前面に","将所选曲面的绘制顺序置于最前面"
"Operator","選択面の描画順を最背面に","所选曲面的绘制顺序在背面"
# misc_VIEW3D_MT_pose_apply.py
"Operator","現在のポーズで素体化","将姿态打底为静置"
"*","現在のポーズで衣装をモデリングしやすくする素体を作成します","将创建一个身体模型，使自定义建模在当前姿势下变得容易"
"Operator","Transfer Pose","转移姿势"
"*","Transfers the visual pose of the selected object to the active object","将选定对象的视觉姿态传递到活动对象"
# misc_VIEW3D_PT_tools_weightpaint.py
"Operator","選択部の頂点グループをぼかす","模糊选择的顶点组"
"Operator","選択部の頂点グループに四則演算","选择部分的顶点组上的四个算术运算"
"*","頂点選択モード","顶点选​​择模式"
"Operator","選択部をぼかす","模糊选择"
"Operator","選択部に四則演算","选择部分中的四个算术运算"
"*","選択をぼかす","模糊选择"
"*","範囲 | 辺の長さの平均×","范围|平均边长×"
"*","精度 (分割数)","精度（分度数）"
"*","頂点グループをぼかす","模糊顶点组"
"*","対象グループ","目标组"
"*","モード","模式"
"*","実行回数","执行次数"
"*","四則演算","四种算术运算"
"*","0で除算することはできません、中止します","无法除以0，将中止"
# model_export.py
"*","ボーン情報元","骨源"
"*","マテリアル情報元","材料来源"
"*","メッシュオプション","网格选项"
"*","modelのエクスポートが完了しました。%.2f 秒 file=%s","模型导出完成。 ％.2f秒文件=％s"
"*","ウェイトの合計が1.0を超えている頂点が見つかりました。正規化してください。超過している頂点の数:%d","我们发现总权重大于1.0的顶点。请归一化。超出的顶点数：％d"
"*","ウェイトの合計が1.0未満の頂点が見つかりました。正規化してください。不足している頂点の数:%d","我们发现总权重小于1.0的顶点。请归一化。丢失的顶点数：％d"
"*","4つを超える頂点グループにある頂点が見つかりました。頂点グループをクリーンアップしてください。不足している頂点の数:%d","在4个以上的顶点组中找到了顶点。清理顶点组。丢失的顶点数：％d"
"*","頂点が割り当てられていない{num}つのローカルボーンが見つかりました。 詳細については、ログを参照してください。","找到了{num}个没有分配顶点的局部骨骼。有关更多信息，请参见日志。"
"*","%d個のオブジェクトをマージしました","合并的％d个对象"
"*","Could not find whether bone with index {index} was used. See console for more info.","找不到是否使用索引为{index}的骨骼。有关更多信息，请参见控制台。"
# model_import.py
"*","メッシュ","网"
