環境,元の,翻訳,コメント 
# encoding UTF-8
# __init__.py
"Operator","Add Command","コマンドの追加"
"Operator","Move Command","移動コマンド"
"Operator","Remove Command","コマンドの削除"
"Operator","Export CM3D2 Menu File","CM3D2メニューファイルのエクスポート"
"Operator","Import CM3D2 Menu File","CM3D2メニューファイルのインポート"
"Operator","Add Parameter","パラメータを追加"
"Operator","Move Parameter","パラメータの移動"
"Operator","Remove Parameter","パラメータを削除"
"*","CM3D2 Menu","CM3D2メニュー"
"*","Successfully exported to .menu file",".menuファイルに正常にエクスポートされました"
# menu_file.py
"*","Command","コマンド"
"*","The command of this menu file command-chunk","このメニューファイルのコマンドコマンドチャンク"
"*","Attach Point","アタッチポイント"
"*","description","説明"
"*","Location","ロケーション"
"*","Location of the attatchment relative to the base bone","ベースボーンに対するアタッチメントの位置"
"*","Point Name","ポイント名"
"*","Name of the slot to define the attatchment point for","アタッチメントポイントを定義するスロットの名前"
"*","Rotation","回転"
"*","Rotation of the attatchment relative to the base bone","ベースボーンに対するアタッチメントの回転"
"*","Parameters","パラメーター"
"*","Search","探す"
"*","Search for suggestions","提案を検索する"
"*","Property","プロパティ"
"*","Property Name","プロパティ名"
"*","Name of the property to set on load","ロード時に設定するプロパティの名前"
"*","Property Value","プロパティ値"
"*","Value of the property to set on load","ロード時に設定するプロパティの値"
"*","Slot Name","スロット名"
"*","Active Command Index","アクティブコマンドインデックス"
"*","Category","カテゴリー"
"*","Commands","コマンド"
"*","Description","説明"
"*","Path","道"
"*","Version","バージョン"
# misc_DATA_PT_context_arm.py
"Operator","Add CM3D2 Body Sliders","CM3D2ボディスライダーを追加する"
"Operator","Add CM3D2 Twist Bones","CM3D2ツイストボーンを追加する"
"Operator","Cleanup Scale Bones","スケールボーンのクリーンアップ"
"Operator","Save CM3D2 Body Sliders to Menu","CM3D2ボディスライダーをメニューに保存"
"*","Body Sliders","ボディスライダー"
"*","CM3D2 Sliders","CM3D2スライダー"
"*","Wide Sliders","ワイドスライダー"
"Operator","Connect Twist Bones","ツイストボーンを接続する"
"Operator","Original","元の"
"Operator","Pose data","ポーズデータ"
"Operator","元の素体ポーズに戻す","元の素体ポーズに戻す"
"*","Weight","重量"
"*","Bust","バスト"
"*","Cup","カップ"
"Operator","Connect Sliders","スライダーを接続する"
# misc_DATA_PT_modifiers.py
"*","CNV_UL_modifier_selector","CNV_UL_modifier_selector"
"*","force_values","force_values"
"*","Could not apply '%s' modifier \"%s\" to shapekey %i","'％s'修飾子 \"％s\"をシェイプキー％iに適用できませんでした"
"*","Could not apply '{type}' modifier \"{name}\"","'{type}'修飾子\"{name}\"を適用できませんでした"
"*","Could not apply '{mod_type}' modifier \"{mod_name}\"","'{mod_type}'修飾子\"{mod_name}\"を適用できませんでした"
# misc_DOPESHEET_MT_editor_menus.py
"Operator","Convert to CM3D2 Interpolation","CM3D2補間に変換"
# misc_INFO_MT_add.py
"Operator","body001","body001"
# misc_MATERIAL_PT_context_material.py
"*","x","x"
"*","y","y"
"*","{0:f}","{0：f}"
# misc_MESH_MT_shape_key_specials.py
"Operator","Copy shape key values","形状キー値をコピーする"
"Operator","Weighted shape key transfer","加重形状キー転送"
"*","CM3D2 Converter","CM3D2 Converter"
# misc_TEXTURE_PT_context_texture.py
"Operator","Disabled","無効"
"Operator","Never","決して"
"Operator","Less ","もっと少なく"
"Operator","Equal","等しい"
"Operator","LessEqual","LessEqual"
"Operator","Greater","グレーター"
"Operator","NotEqual","NotEqual"
"Operator","GreaterEqual","GreaterEqual"
"Operator","Always","常に"
# misc_TEXT_HT_header.py
"Operator","BoneData (%d)","BoneData（％d）"
"Operator","LocalBoneData (%d)","LocalBoneData（％d）"
# misc_VIEW3D_MT_pose_apply.py
"Operator","Copy Prime Field","プライムフィールドをコピーする"
# model_export.py
"*","Could not find whether bone with index {index} was used. See console for more info.","インデックス{index}のボーンが使用されたかどうかが見つかりませんでした。詳細については、コンソールを参照してください。"
# model_import.py
"*","Use Selected as Bone Shape","選択したものを骨の形として使用する"
# translations.py
"Operator","Dump Py Messages","Pythonメッセージをダンプする"
# shared
"*","Show Bones in Front","骨を前に表示する","# FROM <__init__.py & model_import.py>"
"*","Order by:","注文者：","# FROM <common.py & misc_MESH_MT_shape_key_specials.py>"
"Operator","CM3D2 → Blender","CM3D2→Blender","# FROM <misc_DATA_PT_context_arm.py & misc_DATA_PT_vertex_groups.py>"
"Operator","Blender → CM3D2","Blender → CM3D2","# FROM <misc_DATA_PT_context_arm.py & misc_DATA_PT_vertex_groups.py>"
"*","CM3D2","CM3D2","# FROM <misc_INFO_MT_add.py & misc_MATERIAL_PT_context_material.py>"
